,Address,Case,DateTime,File,Incident,NumInc,Shift
3715,100 Block of Montrose Dr,B14-002870,2014-09-10 18:39:00,2252,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
3716,100 Block of Montrose Dr,B14-002870,2014-09-10 18:39:00,2252,THEFT 2ND DEGREE,2,II
3717,100 Block of Foxhound Dr,B14-002873,2014-09-11 07:01:00,2252,CRIMINAL MISCHIEF-2ND,1,I
3718,100 Block of Mendenhall Dr,B14-002874,2014-09-11 08:56:00,2252,ANIMAL BITE,1,I
3719,"State Of Alabama, 5901 University Dr Nw",B14-002876,2014-09-11 12:24:00,2252,RECEIVING STOLEN PROPERTY-2ND,1,I
3720,800 Block of Mill Rd,B14-002877,2014-09-11 12:50:00,2252,OTHER,1,I
3721,1000 Block of Browns Ferry Rd,B14-002881,2014-09-11 16:13:00,2252,THEFT 1ST DEGREE,1,II
3722,1000 Block of Browns Ferry Rd,B14-002882,2014-09-11 16:13:00,2252,THEFT 1ST DEGREE,1,II
3723,7000 Block of Old Madison Pike,B14-002885,2014-09-11 19:32:00,2252,HARASSMENT,1,II
3724,300 Block of Oakland Rd,B10-000177,2010-01-24 15:00:00,539,SIMPLE ASSAULT,1,II
3725,300 Block of Hughes Rd,B10-000180,2010-01-24 19:06:00,539,BREAKING AND ENTERING A VEHICLE,1,II
3726,100 Block of Wildweed Ct,B10-000182,2010-01-25 02:04:00,539,BREAKING AND ENTERING A VEHICLE,2,III
3727,100 Block of Wildweed Ct,B10-000182,2010-01-25 02:04:00,539,THEFT 3RD DEGREE,2,III
3728,"Huntsville Rescue Squad, 112 Wildweed Ct",B10-000183,2010-01-25 02:04:00,539,THEFT 3RD DEGREE,1,III
3729,"Woodland Homes Of Huntsville Inc, 112 Woodley Rd",B10-000184,2010-01-25 07:45:00,539,BURGLARY-3RD,2,I
3730,"Woodland Homes Of Huntsville Inc, 112 Woodley Rd",B10-000184,2010-01-25 07:45:00,539,CRIMINAL MISCHIEF-2ND,2,I
3731,"Carrington Cove Apts, 3004 Flag Cir",B10-000185,2010-01-25 09:00:00,539,CRIMINAL MISCHIEF-3RD,1,I
3732,"Dublin Investment, 180 W Dublin Dr",B10-000186,2010-01-25 09:46:00,539,THEFT 1ST DEGREE,1,I
3733,9000 Block of Madison Blvd,B10-000188,2010-01-25 10:51:00,539,BREAKING AND ENTERING A VEHICLE,2,I
3734,9000 Block of Madison Blvd,B10-000188,2010-01-25 10:51:00,539,THEFT 3RD DEGREE,2,I
3735,1000 Block of Colonial Lake Dr,B10-000189,2010-01-25 10:45:00,539,BURGLARY-3RD,2,I
3736,1000 Block of Colonial Lake Dr,B10-000189,2010-01-25 10:45:00,539,THEFT 2ND DEGREE,2,I
3737,100 Block of Shelton Rd,B10-000190,2010-01-25 15:20:00,539,HARASSING COMMUNICATIONS,1,II
3738,100 Block of Royal Dr,B10-000191,2010-01-25 16:10:00,539,BURGLARY-3RD,2,II
3739,100 Block of Royal Dr,B10-000191,2010-01-25 16:10:00,539,THEFT 2ND DEGREE,2,II
3740,"Publix Store 1185, 12070 County Line Rd",B10-000192,2010-01-25 17:10:00,539,THEFT 3RD DEGREE,1,II
3741,100 Block of Browns Ferry Rd,B10-000193,2010-01-25 16:28:00,539,BURGLARY-3RD,2,II
3742,100 Block of Browns Ferry Rd,B10-000193,2010-01-25 16:28:00,539,THEFT 3RD DEGREE,2,II
3743,200 Block of Water Hill Rd,B10-000194,2010-01-25 19:05:00,539,DOMESTIC VIOLENCE 3RD,1,II
3744,100 Block of Royal Dr,B10-000196,2010-01-26 18:00:00,539,DOMESTIC VIOLENCE 3RD,1,II
3745,100 Block of Royal Dr,B10-000197,2010-01-26 19:00:00,539,CRIMINAL MISCHIEF-3RD,1,II
3746,200 Block of Kyser Blvd,B10-000198,2010-01-26 17:45:00,539,SIMPLE ASSAULT,1,II
3747,300 Block of Autumn Ln,B10-000199,2010-01-26 19:00:00,539,BURGLARY-3RD,2,II
3748,300 Block of Autumn Ln,B10-000199,2010-01-26 19:00:00,539,THEFT 2ND DEGREE,2,II
3749,100 Block of Royal Dr,B10-000200,2010-01-26 21:30:00,539,THEFT 3RD DEGREE,1,II
3750,100 Block of Bay Pointe Ln,B10-000201,2010-01-26 21:05:00,539,DOMESTIC VIOLENCE 3RD,1,II
3751,100 Block of Bay Pointe Ln,B10-000202,2010-01-26 21:15:00,539,CRIMINAL MISCHIEF-3RD,1,II
3752,100 Block of Barbara Dr,B10-000205,2010-01-27 08:00:00,539,CRIMINAL MISCHIEF-3RD,1,I
3753,"Lloce Properties, 102 Barbara Dr",B10-000206,2010-01-27 08:00:00,539,CRIMINAL MISCHIEF-3RD,1,I
3754,100 Block of Cottonwood Tr,B10-000207,2010-01-27 08:50:00,539,HARASSING COMMUNICATIONS,1,I
3755,8000 Block of Old Madison Pike,B10-000208,2010-01-27 12:14:00,539,HARASSING COMMUNICATIONS,1,I
3756,100 Block of Leathertree Ln,B10-000210,2010-01-27 14:00:00,539,CRIMINAL MISCHIEF-3RD,1,II
3757,"Jans Hallmark, 300 Hughes Rd",B10-000211,2010-01-27 14:05:00,539,THEFT 2ND DEGREE,1,II
3758,200 Block of Garden Brook Dr,B10-000212,2010-01-27 14:30:00,539,HARASSING COMMUNICATIONS,1,II
3759,100 Block of Leathertree Ln,B10-000213,2010-01-27 15:09:00,539,CRIMINAL MISCHIEF-3RD,1,II
3760,3000 Block of Flag Cir,B10-000214,2010-01-27 16:00:00,539,CRIMINAL MISCHIEF-3RD,1,II
3761,7000 Block of Highway 72 W,B10-000215,2010-01-27 16:50:00,539,THEFT 2ND DEGREE,1,II
3762,7000 Block of Old Madison Pike,B10-000216,2010-01-27 17:20:00,539,BURGLARY-3RD,2,II
3763,7000 Block of Old Madison Pike,B10-000216,2010-01-27 17:20:00,539,THEFT 2ND DEGREE,2,II
3764,200 Block of Skyline Rd,B10-000217,2010-01-27 18:00:00,539,DOMESTIC VIOLENCE 3RD,1,II
3765,"Walmart Super Center #2690, 8650 Madison Blvd",B10-000218,2010-01-27 20:00:00,539,THEFT 2ND DEGREE,1,II
3766,200 Block of Kyser Blvd,B10-000219,2010-01-27 20:49:00,539,DOMESTIC VIOLENCE 3RD,1,II
3767,100 Block of Woodley Rd,B10-000220,2010-01-27 22:45:00,539,DOMESTIC VIOLENCE 3RD,1,III
3768,100 Block of Woodley Rd,B10-000223,2010-01-28 15:12:00,539,HARASSING COMMUNICATIONS,1,II
3769,100 Block of Chantilly Ln,B10-000225,2010-01-28 17:02:00,539,BURGLARY-3RD,2,II
3770,100 Block of Chantilly Ln,B10-000225,2010-01-28 17:02:00,539,THEFT 1ST DEGREE,2,II
3771,"State Of Alabama, 8005 Highway 72 W",B10-000226,2010-01-28 19:00:00,539,CARRYING CONCEALED WEAPON,1,II
3772,100 Block of Autumn Wind Dr,B10-000227,2010-01-28 21:20:00,539,HARASSING COMMUNICATIONS,1,II
3773,100 Block of Sunnyfield Dr,B10-000228,2010-01-29 03:08:00,539,THEFT 3RD DEGREE,2,III
3774,100 Block of Sunnyfield Dr,B10-000228,2010-01-29 03:08:00,539,BREAKING AND ENTERING A VEHICLE,2,III
3775,100 Block of Sunnyfield Dr,B10-000229,2010-01-29 03:08:00,539,BREAKING AND ENTERING A VEHICLE,1,III
3776,100 Block of Sunnyfield Dr,B10-000230,2010-01-28 04:00:00,539,BREAKING AND ENTERING A VEHICLE,2,III
3777,100 Block of Sunnyfield Dr,B10-000230,2010-01-28 04:00:00,539,THEFT 3RD DEGREE,2,III
3778,400 Block of Carter Dr,B10-000232,2010-01-29 07:30:00,539,CRIMINAL MISCHIEF-3RD,1,I
3779,100 Block of Meadowglade Ln,B10-000233,2010-01-29 07:35:00,539,BREAKING AND ENTERING A VEHICLE,1,I
3780,100 Block of Mickelo Ln,B10-000234,2010-01-29 14:00:00,539,BREAKING AND ENTERING A VEHICLE,1,II
3781,100 Block of Autumn Wind Dr,B10-000236,2010-01-28 15:00:00,539,HARASSING COMMUNICATIONS,1,II
3782,100 Block of Westscott Dr,B10-000241,2010-01-30 08:35:00,539,DOMESTIC VIOLENCE 3RD,1,I
3783,"Publix Grocery, 8000 Madison Blvd",B10-000242,2010-01-30 09:07:00,539,THEFT 3RD DEGREE,1,I
3784,100 Block of Royal Dr,B10-000243,2010-01-30 10:00:00,539,DOMESTIC VIOLENCE 3RD,1,I
3785,100 Block of W Dublin Dr,B10-000244,2010-01-30 12:08:00,539,THEFT 2ND DEGREE,2,I
3786,100 Block of W Dublin Dr,B10-000244,2010-01-30 12:08:00,539,BREAKING AND ENTERING A VEHICLE,2,I
3787,100 Block of Forest Creek Dr,B10-000245,2010-01-30 19:28:00,539,DOMESTIC VIOLENCE 3RD,1,II
3788,8000 Block of Madison Blvd,B10-000246,2010-01-30 20:30:00,539,THEFT OF LOST PROPERTY-3RD,1,II
3789,"City Of Madison, County Line Rd / Mill Rd",B14-000684,2014-03-08 01:13:00,2090,MINOR OBTAINING ALCOHOLIC BEVERAGE (UNDER 21),1,III
3790,200 Block of Ashley Way,B14-000697,2014-03-08 07:47:00,2090,THEFT 3RD DEGREE,1,I
3791,100 Block of Hardiman Place Ln,B14-000698,2014-03-08 12:10:00,2090,BURGLARY-2ND,2,I
3792,100 Block of Hardiman Place Ln,B14-000698,2014-03-08 12:10:00,2090,CRIMINAL MISCHIEF-3RD,2,I
3793,400 Block of Marion Dr,B14-000699,2014-03-08 12:36:00,2090,DUTY UPON STRIKING A FIXED OBJECT,1,I
3794,200 Block of Ashley Way,B14-000700,2014-03-08 15:04:00,2090,CONTRIBUTING-DELINQUENT-MINOR,1,II
3795,300 Block of Eastview Dr,B14-000702,2014-03-08 15:04:00,2090,CONTRIBUTING-DELINQUENT-MINOR,1,II
3796,"Country Inn And Suites, 101 Westchester Rd",B14-000703,2014-03-09 10:23:00,2090,CRIMINAL MISCHIEF-3RD,1,I
3797,700 Block of Cardinal Av,B14-000704,2014-03-09 13:59:00,2090,FINANCIAL EXPLOITATION OF ELDERLY PERSON 2ND,1,I
3798,8000 Block of Old Madison Pike,B14-000705,2014-03-09 13:20:00,2090,THEFT 3RD DEGREE,1,I
3799,8000 Block of Old Madison Pike,B14-000706,2014-03-09 13:20:00,2090,THEFT 2ND DEGREE,1,I
3800,200 Block of Water Hill Rd,B14-000707,2014-03-09 16:37:00,2090,HARASSMENT,1,II
3801,200 Block of Kyser Blvd,B14-000708,2014-03-09 18:37:00,2090,DV 3RD-HARASSMENT-FAMILY,1,II
3802,100 Block of Kannon Dr,B14-000710,2014-03-10 14:46:00,2090,IDENTITY THEFT,1,II
3803,100 Block of Shelton Rd,B14-000711,2014-03-10 15:14:00,2090,THEFT 3RD DEGREE,1,II
3804,100 Block of High Coach Way,B14-000712,2014-03-10 16:17:00,2090,CRIMINAL MISCHIEF-3RD,1,II
3805,"Walmart Super Center #2690, 8650 Madison Blvd",B14-000714,2014-03-10 16:59:00,2090,THEFT 3RD DEGREE,1,II
3806,"Walmart Super Center #2690, 8650 Madison Blvd",B14-000715,2014-03-10 16:52:00,2090,THEFT 3RD DEGREE,1,II
3807,"State Of Alabama, 4863 Wall Triana Hwy",B14-000716,2014-03-10 17:01:00,2090,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,II
3808,100 Block of Stewart St,B14-000717,2014-03-10 18:11:00,2090,DV 3RD-HARASSMENT-FAMILY,1,II
3809,3000 Block of Sullivan St,B14-000718,2014-03-10 19:45:00,2090,BURGLARY-3RD,2,II
3810,3000 Block of Sullivan St,B14-000718,2014-03-10 19:45:00,2090,THEFT 2ND DEGREE,2,II
3811,area of Hardiman Rd,B14-000719,2014-03-11 09:30:00,2090,DUTY TO GIVE INFORMATION TO RENDER AID,1,I
3812,100 Block of Laura Dr,B14-000722,2014-03-11 15:30:00,2090,THEFT 2ND DEGREE,1,II
3813,300 Block of Bradford Farms Dr,B14-000723,2014-03-11 16:20:00,2090,IDENTITY THEFT,1,II
3814,100 Block of Forest Glade Dr,B14-000725,2014-03-11 17:59:00,2090,AUTO THEFT-1ST DEGREE,1,II
3815,"State Of Alabama, 650 Hughes Rd",B14-000729,2014-03-12 08:40:00,2090,DISORDERLY CONDUCT,1,I
3816,200 Block of Glen Meadow Dr,B14-000731,2014-03-12 13:08:00,2090,DV 3RD-SIMPLE ASSAULT-FAMILY,1,I
3817,300 Block of Mercury Dr,B14-000732,2014-03-12 13:15:00,2090,IDENTITY THEFT,1,I
3818,"James Clemens High School, 11306 County Line Rd",B14-000733,2014-03-12 14:13:00,2090,DISORDERLY CONDUCT,1,II
3819,area of County Line Rd,B14-000734,2014-03-12 16:00:00,2090,DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION INJURY,1,II
3820,area of County Line Rd / Palmer Rd,B14-000735,2014-03-12 16:00:00,2090,DV 3RD-HARASSMENT-FAMILY,1,II
3821,"Walgreens, 7813 Highway 72 W",B14-000739,2014-03-12 21:35:00,2090,THEFT 3RD DEGREE,1,II
3822,200 Block of Kyser Blvd,B14-000741,2014-03-13 00:58:00,2090,DOMESTIC VIOLENCE BY STRANGULATION OR SUFFOCATION INJURY,2,III
3823,200 Block of Kyser Blvd,B14-000741,2014-03-13 00:58:00,2090,DV 3RD-SIMPLE ASSAULT-FAMILY,2,III
3824,7000 Block of Old Madison Pike,B14-000742,2014-03-12 12:10:00,2090,DV 3RD-HARASSMENT-FAMILY,1,I
3825,10000 Block of County Line Rd,B14-000743,2014-03-13 09:41:00,2090,THEFT 3RD DEGREE,1,I
3826,200 Block of Cork Aly,B14-000744,2014-03-13 11:21:00,2090,DV 3RD-HARASSING COMMUNICATIONS,1,I
3827,10000 Block of County Line Rd,B14-000745,2014-03-13 09:41:00,2090,RECEIVING STOLEN PROPERTY-3RD,1,I
3828,8000 Block of Highway 72 W,B14-000746,2014-03-13 12:09:00,2090,IDENTITY THEFT,1,I
3829,200 Block of W Lake Cir,B14-000749,2014-03-13 16:20:00,2090,UNLAWFUL BREAKING AND ENTERING A VEHICLE,3,II
3830,200 Block of W Lake Cir,B14-000749,2014-03-13 16:20:00,2090,THEFT 3RD DEGREE,3,II
3831,200 Block of W Lake Cir,B14-000749,2014-03-13 16:20:00,2090,UNAUTHORIZED USE OF AUTO,3,II
3832,100 Block of Village Ln,B14-000751,2014-03-13 17:15:00,2090,HARASSING COMMUNICATIONS,1,II
3833,300 Block of Pine Ridge Cir,B14-000754,2014-03-13 17:57:00,2090,DV 3RD-SIMPLE ASSAULT-FAMILY,2,II
3834,300 Block of Pine Ridge Cir,B14-000754,2014-03-13 17:57:00,2090,DV 3RD-CRIMINAL MISCHIEF 3RD,2,II
3835,600 Block of Hughes Rd,B14-000758,2014-03-14 01:19:00,2090,HARASSING COMMUNICATIONS,1,III
3836,100 Block of Eldorado Dr,B14-000759,2014-03-14 02:00:00,2090,DV 3RD-SIMPLE ASSAULT-FAMILY,1,III
3837,200 Block of Kyser Blvd,B14-002447,2014-08-02 07:00:00,2227,AUTO THEFT-1ST DEGREE,1,I
3838,300 Block of Oakland Rd,B14-002448,2014-08-02 07:25:00,2227,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3839,300 Block of Oakland Rd,B14-002448,2014-08-02 07:25:00,2227,THEFT 3RD DEGREE,2,I
3840,300 Block of Oakland Rd,B14-002449,2014-08-02 07:40:00,2227,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3841,300 Block of Oakland Rd,B14-002449,2014-08-02 07:40:00,2227,THEFT 3RD DEGREE,2,I
3842,100 Block of Westscott Dr,B14-002450,2014-08-02 10:55:00,2227,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3843,100 Block of Westscott Dr,B14-002450,2014-08-02 10:55:00,2227,THEFT 3RD DEGREE,2,I
3844,300 Block of Lena Cain Blvd,B14-002451,2014-08-02 11:00:00,2227,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3845,300 Block of Lena Cain Blvd,B14-002451,2014-08-02 11:00:00,2227,THEFT 2ND DEGREE,2,I
3846,8000 Block of Highway 72 W,B14-002452,2014-08-02 11:00:00,2227,THEFT 2ND DEGREE,1,I
3847,8000 Block of Highway 72 W,B14-002453,2014-08-02 11:45:00,2227,DUTY UPON STRIKING UNATTENDED VEHICLE,1,I
3848,300 Block of Lena Cain Blvd,B14-002455,2014-08-02 11:00:00,2227,IDENTITY THEFT,1,I
3849,"City Of Madison, 500 Lime Quarry Rd",B14-002456,2014-08-02 13:10:00,2227,CRIMINAL TRESPASS 2ND,1,I
3850,200 Block of Kyser Blvd,B14-002457,2014-08-02 17:30:00,2227,DV 3RD-SIMPLE ASSAULT-FAMILY,2,II
3851,200 Block of Kyser Blvd,B14-002457,2014-08-02 17:30:00,2227,DV 3RD-CRIMINAL MISCHIEF 3RD,2,II
3852,8000 Block of Madison Blvd,B14-002458,2014-08-03 00:01:00,2227,DV 3RD-HARASSMENT-FAMILY,1,III
3853,300 Block of Hughes Rd,B14-002459,2014-08-03 00:45:00,2227,DUTY UPON STRIKING UNATTENDED VEHICLE.,1,III
3854,200 Block of Kyser Blvd,B14-002460,2014-08-03 07:03:00,2227,DV 3RD-HARASSMENT-FAMILY,1,I
3855,100 Block of Joe Phillips Rd,B14-002463,2014-08-03 18:28:00,2227,UNAUTHORIZED USE OF AUTO,1,II
3856,100 Block of W Lake Cir,B14-002465,2014-08-03 18:14:00,2227,DV 3RD-HARASSMENT-FAMILY,1,II
3857,100 Block of Buttercup Ln,B14-002466,2014-08-03 20:28:00,2227,CRIMINAL MISCHIEF-2ND,1,II
3858,100 Block of Continental Dr,B14-002467,2014-08-03 21:41:00,2227,DV 3RD-HARASSMENT-FAMILY,1,II
3859,100 Block of Continental Dr,B14-002468,2014-08-03 21:41:00,2227,CRIMINAL MISCHIEF-2ND,1,II
3860,100 Block of Pembridge Ln,B14-002470,2014-08-04 02:30:00,2227,DV 3RD-HARASSMENT-FAMILY,1,III
3861,"Highland Group Const, 6030 Wall Triana Hwy",B14-002471,2014-08-04 07:50:00,2227,BURGLARY-3RD,2,I
3862,"Highland Group Const, 6030 Wall Triana Hwy",B14-002471,2014-08-04 07:50:00,2227,THEFT 3RD DEGREE,2,I
3863,"Madison Medical, 8371 Highway 72 W",B14-002473,2014-08-04 09:45:00,2227,THEFT 3RD DEGREE,1,I
3864,100 Block of Hughes Rd,B14-002475,2014-08-04 11:20:00,2227,CRIMINAL MISCHIEF-3RD,1,I
3865,"City Of Madison, 5968 Wall Triana Hwy",B14-002476,2014-08-04 13:55:00,2227,DRIVING UNDER THE INFLUENCE (ALC. & CON. SUBS.),1,I
3866,"Sheppard Electric, 121 Brookridge Dr",B14-002478,2014-08-05 07:20:00,2227,BURGLARY-3RD,2,I
3867,"Sheppard Electric, 121 Brookridge Dr",B14-002478,2014-08-05 07:20:00,2227,THEFT 1ST DEGREE,2,I
3868,7000 Block of Highway 72 W,B14-002479,2014-08-05 10:30:00,2227,ILLEGAL POSS/USE CREDIT CARD,1,I
3869,100 Block of Whitehall,B14-002485,2014-08-05 15:25:00,2227,COMPUTER TAMPERING,1,II
3870,"Turner Beverage Company, 8020 Madison Blvd",B14-002487,2014-08-05 18:30:00,2227,THEFT OF LOST PROPERTY-2ND,1,II
3871,200 Block of Gillespie Rd,B14-002489,2014-08-06 12:15:00,2227,THEFT 2ND DEGREE,1,I
3872,200 Block of Continental Dr,B14-002492,2014-08-07 07:00:00,2227,THEFT 2ND DEGREE,2,I
3873,200 Block of Continental Dr,B14-002492,2014-08-07 07:00:00,2227,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3874,7000 Block of Highway 72 W,B14-002496,2014-08-07 13:33:00,2227,FINANCIAL EXPLOITATION OF ELDERLY PERSON 2ND,1,I
3875,100 Block of Fox Hollow Dr,B14-002497,2014-08-07 13:38:00,2227,BURGLARY-3RD,2,I
3876,100 Block of Fox Hollow Dr,B14-002497,2014-08-07 13:38:00,2227,THEFT 2ND DEGREE,2,I
3877,"State Of Alabama, 7813 Highway 72 W",B14-002498,2014-08-07 13:33:00,2227,IMPERSONATING PEACE OFFICER,1,I
3878,200 Block of Healey Dr,B14-002499,2014-08-07 20:00:00,2227,IDENTITY THEFT,1,II
3879,8000 Block of Madison Blvd,B11-000093,2011-01-16 03:10:00,911,SIMPLE ASSAULT,1,III
3880,area of Bowers Rd,B11-000094,2011-01-16 08:30:00,911,CRIMINAL MISCHIEF-2ND,1,I
3881,400 Block of Colonial Lake Dr,B11-000095,2011-01-16 11:00:00,911,BREAKING AND ENTERING A VEHICLE,2,I
3882,400 Block of Colonial Lake Dr,B11-000095,2011-01-16 11:00:00,911,THEFT 3RD DEGREE,2,I
3883,400 Block of Colonial Lake Dr,B11-000096,2011-01-16 11:00:00,911,BREAKING AND ENTERING A VEHICLE,2,I
3884,400 Block of Colonial Lake Dr,B11-000096,2011-01-16 11:00:00,911,THEFT 2ND DEGREE,2,I
3885,800 Block of Hughes Rd,B11-000097,2011-01-16 10:30:00,911,DOMESTIC VIOLENCE 3RD,1,I
3886,100 Block of Stavemill Dr,B11-000099,2011-01-16 14:45:00,911,THEFT 3RD DEGREE,1,II
3887,300 Block of Hughes Rd,B11-000100,2011-01-16 20:00:00,911,THEFT 3RD DEGREE,1,II
3888,500 Block of Colonial Lake Dr,B11-000105,2011-01-17 09:00:00,911,BREAKING AND ENTERING A VEHICLE,1,I
3889,200 Block of Pebble Brook Dr,B11-000106,2011-01-17 08:50:00,911,BREAKING AND ENTERING A VEHICLE,2,I
3890,200 Block of Pebble Brook Dr,B11-000106,2011-01-17 08:50:00,911,THEFT 3RD DEGREE,2,I
3891,"Dollar General, 7950 Highway 72 W",B11-000107,2011-01-17 11:50:00,911,THEFT 3RD DEGREE,1,I
3892,100 Block of Camden Cir,B11-000108,2011-01-17 11:30:00,911,CRIMINAL LITTERING,1,I
3893,"City Of Madison, 120 Brazelton Cir",B11-000109,2011-01-17 17:45:00,911,DISORDERLY CONDUCT,1,II
3894,100 Block of Arabian Dr,B11-000111,2011-01-17 17:15:00,911,BREAKING AND ENTERING A VEHICLE,1,II
3895,100 Block of Laura Dr,B11-000112,2011-01-17 18:00:00,911,THEFT 3RD DEGREE,1,II
3896,2000 Block of Flagstone Dr,B11-000113,2011-01-17 23:06:00,911,DOMESTIC VIOLENCE 3RD,1,III
3897,100 Block of Woodlawn Dr,B11-000114,2011-01-17 23:30:00,911,BURGLARY-3RD,2,III
3898,100 Block of Woodlawn Dr,B11-000114,2011-01-17 23:30:00,911,THEFT 3RD DEGREE,2,III
3899,100 Block of Shoreline Dr,B11-000116,2011-01-18 11:00:00,911,THEFT 1ST DEGREE,1,I
3900,100 Block of Arabian Dr,B11-000117,2011-01-18 13:15:00,911,OFFENSES AGAINST INTELLECTUAL PROPERTY,1,I
3901,1000 Block of Nolan Blvd,B11-000118,2011-01-18 13:21:00,911,BURGLARY-3RD,2,I
3902,1000 Block of Nolan Blvd,B11-000118,2011-01-18 13:21:00,911,THEFT 2ND DEGREE,2,I
3903,100 Block of Eldorado Dr,B11-000120,2011-01-18 16:50:00,911,DOMESTIC VIOLENCE 3RD,1,II
3904,100 Block of Thoroughbred Tr,B11-000121,2011-01-18 17:55:00,911,IDENTITY THEFT,1,II
3905,200 Block of Brockton Dr,B11-000122,2011-01-18 17:55:00,911,CRIMINAL MISCHIEF-3RD,1,II
3906,100 Block of Royal Dr,B11-000125,2011-01-18 20:25:00,911,DOMESTIC VIOLENCE 3RD,1,II
3907,300 Block of Shelton Rd Madison,B11-000127,2011-01-19 00:53:00,911,DOMESTIC VIOLENCE 3RD,1,III
3908,100 Block of Brunell Ct,B11-000128,2011-01-19 13:35:00,911,BREAKING AND ENTERING A VEHICLE,1,I
3909,8000 Block of Old Madison Pike,B11-000129,2011-01-19 15:25:00,911,THEFT 3RD DEGREE,1,II
3910,"Walmart Super Center #2690, 8650 Madison Blvd",B11-000130,2011-01-19 21:00:00,911,THEFT 3RD DEGREE,1,II
3911,100 Block of Amsterdam Pl,B11-000132,2011-01-19 20:09:00,911,BURGLARY-3RD,2,II
3912,100 Block of Amsterdam Pl,B11-000132,2011-01-19 20:09:00,911,THEFT 3RD DEGREE,2,II
3913,200 Block of Pennsylvania Av Madison,B11-000133,2011-01-19 21:06:00,911,DOMESTIC VIOLENCE 3RD,1,II
3914,100 Block of Oakland Trc,B11-000137,2011-01-20 12:30:00,911,CHILD ABUSE,1,I
3915,500 Block of Brenda Dr,B11-000138,2011-01-20 13:28:00,911,FORGERY 2ND,1,I
3916,100 Block of Telluride Dr,B11-000139,2011-01-20 14:30:00,911,THEFT 3RD DEGREE,1,II
3917,100 Block of Wingfield Dr,B11-000140,2011-01-20 19:15:00,911,THEFT 1ST DEGREE,1,II
3918,"Huntsville Utilities, Balch Rd Madison / Browns Ferry",B11-000141,2011-01-20 23:50:00,911,DUTY UPON STRIKING A FIXED OBJECT,1,III
3919,100 Block of Autumn Wind Dr,B11-000143,2011-01-21 11:28:00,911,THEFT 2ND DEGREE,1,I
3920,400 Block of Summerview Dr,B11-000144,2011-01-21 15:00:00,911,IDENTITY THEFT,1,II
3921,100 Block of Hughes Rd,B11-000145,2011-01-21 15:21:00,911,OTHER,1,II
3922,200 Block of Kyser Blvd Madison,B11-000151,2011-01-22 15:15:00,911,CRIMINAL MISCHIEF-3RD,1,II
3923,area of County Line Rd / Production Ave Madison,B13-002356,2013-07-13 03:25:00,1870,DUTY TO GIVE INFORMATION TO RENDER AID,1,III
3924,7000 Block of Old Madison Pike Madison,B13-002357,2013-07-13 08:00:00,1870,DV 3RD-MENACING-KNIFE,1,I
3925,100 Block of Heatherwood Dr,B13-002358,2013-07-13 10:30:00,1870,CRIMINAL MISCHIEF-2ND,1,I
3926,8000 Block of Madison Blvd,B13-002361,2013-07-13 20:38:00,1870,BURGLARY-2ND,2,II
3927,8000 Block of Madison Blvd,B13-002361,2013-07-13 20:38:00,1870,THEFT 3RD DEGREE,2,II
3928,1000 Block of Hughes Rd,B13-002363,2013-07-13 23:40:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,III
3929,1000 Block of Hughes Rd,B13-002363,2013-07-13 23:40:00,1870,THEFT 2ND DEGREE,2,III
3930,"State Of Alabama, 128 Eastview Dr",B13-002364,2013-07-14 04:54:00,1870,VERIFICATION OF CITIZENSHIP IMMIGRATION,1,III
3931,100 Block of Heatherwood Dr,B13-002366,2013-07-14 11:00:00,1870,HARASSMENT,1,I
3932,8000 Block of Madison Blvd,B13-002367,2013-07-14 11:54:00,1870,CRIMINAL MISCHIEF-3RD,1,I
3933,100 Block of Tottenham Way,B13-002369,2013-07-14 13:45:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3934,100 Block of Tottenham Way,B13-002369,2013-07-14 13:45:00,1870,THEFT 2ND DEGREE,2,I
3935,"State Of Alabama, 9300 Madison Blvd",B13-002370,2013-07-14 16:15:00,1870,VERIFICATION OF CITIZENSHIP IMMIGRATION,1,II
3936,100 Block of Michael Av Madison,B13-002371,2013-07-14 16:00:00,1870,DV 3RD-HARASSMENT-FAMILY,1,II
3937,100 Block of Westscott Dr Madison,B13-002373,2013-07-14 22:00:00,1870,THEFT 3RD DEGREE,1,III
3938,8000 Block of Madison Blvd,B13-002374,2013-07-15 00:25:00,1870,BURGLARY-3RD,2,III
3939,8000 Block of Madison Blvd,B13-002374,2013-07-15 00:25:00,1870,THEFT 1ST DEGREE,2,III
3940,5000 Block of Wall Triana Hwy Madison,B13-002375,2013-07-15 00:43:00,1870,HARASSMENT,1,III
3941,100 Block of Liverpool Dr,B13-002376,2013-07-15 07:50:00,1870,CRIMINAL MISCHIEF-3RD,1,I
