,Address,Case,DateTime,File,Incident,NumInc,Shift
3942,100 Block of Dusty Trail Madison,B13-002377,2013-07-15 11:15:00,1870,DOING BUSINESS WITHOUT LICENSE,1,I
3943,"The Catbird Seat Garden Center, 8027 Madison Blvd",B13-002378,2013-07-15 13:20:00,1870,THEFT 3RD DEGREE,1,I
3944,100 Block of Brookdel Dr,B13-002379,2013-07-15 13:29:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3945,100 Block of Brookdel Dr,B13-002379,2013-07-15 13:29:00,1870,THEFT 2ND DEGREE,2,I
3946,9000 Block of Madison Blvd Madison,B13-002380,2013-07-15 14:33:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
3947,9000 Block of Madison Blvd Madison,B13-002380,2013-07-15 14:33:00,1870,THEFT 1ST DEGREE,2,II
3948,"Kroger Co, 300 Hughes Rd",B13-002381,2013-07-15 17:25:00,1870,THEFT 3RD DEGREE,1,II
3949,7000 Block of Old Madison Pike Madison,B13-002382,2013-07-15 23:30:00,1870,THEFT 2ND DEGREE,1,III
3950,"State Of Alabama, 100 Hughes Rd",B13-002383,2013-07-16 15:00:00,1870,ELECTRONIC SOLICITATION OF A CHILD,1,II
3951,8000 Block of Highway 72 W,B13-002385,2013-07-16 12:04:00,1870,CHEMICAL ENDANGERMENT OF A CHILD,1,I
3952,"Ean Holdings, 9300 Madison Blvd",B13-002387,2013-07-16 14:17:00,1870,THEFT 3RD DEGREE,1,II
3953,4000 Block of Sullivan St,B13-002388,2013-07-16 14:56:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
3954,4000 Block of Sullivan St,B13-002388,2013-07-16 14:56:00,1870,THEFT 2ND DEGREE,2,II
3955,100 Block of Bluebelle Dr Madison,B13-002389,2013-07-16 17:30:00,1870,HARASSMENT,1,II
3956,100 Block of Bluebelle Dr Madison,B13-002390,2013-07-16 17:30:00,1870,HARASSMENT,1,II
3957,area of Miller Blvd @ Old Madison Pike Madison,B13-002392,2013-07-16 20:37:00,1870,THEFT 1ST DEGREE,1,II
3958,600 Block of Larry Cir Madison,B13-002393,2013-07-16 21:08:00,1870,ROBBERY-1ST-RESIDENCE-GUN,1,II
3959,100 Block of Westscott Dr Madison,B13-002394,2013-07-17 00:25:00,1870,DEATH INVESTIGATION,1,III
3960,300 Block of Gillespie Rd Madison,B13-002395,2013-07-17 04:00:00,1870,CRIMINAL MISCHIEF-2ND,2,III
3961,300 Block of Gillespie Rd Madison,B13-002395,2013-07-17 04:00:00,1870,HARASSING COMMUNICATIONS,2,III
3962,300 Block of Gillespie Rd,B13-002396,2013-07-17 04:00:00,1870,CRIMINAL MISCHIEF-2ND,1,III
3963,9000 Block of Madison Blvd,B13-002397,2013-07-17 09:24:00,1870,ROBBERY-1ST-BANK INSTITUTION-GUN,1,I
3964,100 Block of Murry Dr,B13-002398,2013-07-17 10:00:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3965,100 Block of Murry Dr,B13-002398,2013-07-17 10:00:00,1870,THEFT 2ND DEGREE,2,I
3966,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,THEFT 1ST DEGREE,8,I
3967,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,THEFT 1ST DEGREE,8,I
3968,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,THEFT 1ST DEGREE,8,I
3969,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,ROBBERY-1ST-BANK INSTITUTION-GUN,8,I
3970,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,ROBBERY-1ST-BANK INSTITUTION-GUN,8,I
3971,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,ROBBERY-1ST-BANK INSTITUTION-GUN,8,I
3972,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,ROBBERY-1ST-BANK INSTITUTION-GUN,8,I
3973,9000 Block of Madison Blvd,B13-002399,2013-07-17 09:24:00,1870,THEFT 1ST DEGREE,8,I
3974,"City Of Madison, 8405 Madison Blvd",B13-002400,2013-07-17 15:00:00,1870,RESISTING ARREST,1,II
3975,9000 Block of Madison Blvd,B13-002401,2013-07-17 09:24:00,1870,ROBBERY-1ST-BANK INSTITUTION-GUN,1,I
3976,9000 Block of Madison Blvd,B13-002405,2013-07-17 17:00:00,1870,ILLEGAL POSS/USE CREDIT CARD,2,II
3977,9000 Block of Madison Blvd,B13-002405,2013-07-17 17:00:00,1870,THEFT 3RD DEGREE,2,II
3978,200 Block of Knotting Pl,B13-002406,2013-07-17 18:48:00,1870,BURGLARY-3RD,2,II
3979,200 Block of Knotting Pl,B13-002406,2013-07-17 18:48:00,1870,THEFT 1ST DEGREE,2,II
3980,300 Block of Hughes Pond Cir,B13-002407,2013-07-17 18:44:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
3981,300 Block of Hughes Pond Cir,B13-002407,2013-07-17 18:44:00,1870,THEFT 2ND DEGREE,2,II
3982,100 Block of Angela Dr Madison,B13-002408,2013-07-17 20:04:00,1870,DV 3RD-HARASSMENT-FAMILY,1,II
3983,100 Block of Stargate Dr,B13-002409,2013-07-17 20:21:00,1870,CRIMINAL MISCHIEF-3RD,1,II
3984,8000 Block of Madison Blvd,B13-002412,2013-07-18 03:53:00,1870,THEFT 2ND DEGREE,1,III
3985,400 Block of Celtic Dr,B13-002414,2013-07-18 09:10:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3986,400 Block of Celtic Dr,B13-002414,2013-07-18 09:10:00,1870,THEFT 2ND DEGREE,2,I
3987,100 Block of Murry Dr,B13-002415,2013-07-18 14:23:00,1870,THEFT 2ND DEGREE,2,II
3988,100 Block of Murry Dr,B13-002415,2013-07-18 14:23:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
3989,4000 Block of Wall Triana Hwy,B13-002416,2013-07-18 17:03:00,1870,THEFT 2ND DEGREE,1,II
3990,2000 Block of Flagstone Dr,B13-002418,2013-07-18 21:50:00,1870,BURGLARY-3RD,2,II
3991,2000 Block of Flagstone Dr,B13-002418,2013-07-18 21:50:00,1870,THEFT 3RD DEGREE,2,II
3992,area of,B13-009999,2013-07-19 11:15:00,1870,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
3993,area of,B13-009999,2013-07-19 11:15:00,1870,THEFT 3RD DEGREE,2,I
3994,"City Of Madison, Church St @ Mill Rd",B10-000637,2010-03-21 02:40:00,596,ILLEGAL POSSESSION OF ALCOHOLIC BEVERAGE,1,III
3995,300 Block of Maplewood Dr,B10-000638,2010-03-21 02:24:00,596,AGGRAVATED ASSAULT 2ND NON FAMILY OTHER WEAPON,1,III
3996,"Walmart Super Center #2690, 8650 Madison Blvd",B10-000639,2010-03-21 02:04:00,596,THEFT 3RD DEGREE,2,III
3997,"Walmart Super Center #2690, 8650 Madison Blvd",B10-000639,2010-03-21 02:04:00,596,CRIMINAL TRESPASS 3RD,2,III
3998,100 Block of Brookstone Ln,B10-000641,2010-03-21 12:22:00,596,HARASSMENT,1,I
3999,"State Of Alabama, 8005 Wall Triana Hwy",B10-000642,2010-03-21 15:33:00,596,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,II
4000,100 Block of Arlington Dr,B10-000644,2010-03-21 19:49:00,596,BURGLARY-3RD,1,II
4001,100 Block of Arlington Dr,B10-000645,2010-03-21 18:39:00,596,BURGLARY-3RD,2,II
4002,100 Block of Arlington Dr,B10-000645,2010-03-21 18:39:00,596,THEFT 1ST DEGREE,2,II
4003,"Arlington Mini Storage, 106 Arlington Dr",B10-000646,2010-03-21 19:49:00,596,CRIMINAL MISCHIEF-3RD,1,II
4004,300 Block of Oakland Rd,B10-000647,2010-03-22 04:35:00,596,BURGLARY-1ST,1,III
4005,8000 Block of Madison Blvd,B10-000648,2010-03-22 11:00:00,596,FORGERY 2ND,1,I
4006,"Publix #590, 8000 Madison Blvd",B10-000649,2010-03-22 12:55:00,596,THEFT 3RD DEGREE,1,I
4007,100 Block of Steele Dr,B10-000654,2010-03-23 16:30:00,596,BREAKING AND ENTERING A VEHICLE,1,II
4008,300 Block of Gillespie Rd,B10-000655,2010-03-23 17:20:00,596,SIMPLE ASSAULT,1,II
4009,300 Block of Gillespie Rd,B10-000656,2010-03-23 17:20:00,596,SIMPLE ASSAULT,1,II
4010,300 Block of Gillespie Rd,B10-000657,2010-03-23 17:20:00,596,SIMPLE ASSAULT,1,II
4011,600 Block of Balch Rd,B10-000658,2010-03-23 17:00:00,596,THEFT 3RD DEGREE,1,II
4012,"Murphy Oil Usa # 5721, 8600 Madison Blvd",B10-000659,2010-03-23 17:55:00,596,GAS DRIVEOFF,1,II
4013,"State Of Alabama, 8995 Madison Blvd",B10-000662,2010-03-23 00:24:00,596,FUGITIVE FROM JUSTICE,1,III
4014,"Coats Motor Rental, 9290 Madison Blvd",B10-000663,2010-03-24 11:05:00,596,THEFT OF SERVICES-2,1,I
4015,8000 Block of Madison Blvd,B10-000665,2010-03-24 23:15:00,596,DOMESTIC VIOLENCE 3RD,1,III
4016,"Real Deal Exteriors, 7915 Highway 72 W",B10-000667,2010-03-25 11:30:00,596,THEFT OF SERVICES-1,1,I
4017,"Dollar General Store, 7950 Highway 72 W",B10-000673,2010-03-26 10:15:00,596,THEFT 3RD DEGREE,1,I
4018,500 Block of Clift Dr,B10-000674,2010-03-26 12:00:00,596,DEATH INVESTIGATION,1,I
4019,"State Of Alabama, 100 Block Of Mill Creek Crossing",B10-000677,2010-03-26 15:19:00,596,RESISTING ARREST,1,II
4020,"State Of Alabama, Bridgefield Rd / Wall Triana Hwy",B10-000678,2010-03-26 15:19:00,596,OBSTRUCTING JUSTICE-FALSE IDENTITY,1,II
4021,100 Block of Scenic Dr,B10-000681,2010-03-27 03:52:00,596,DEATH INVESTIGATION,1,III
4022,800 Block of Palmer Rd,B10-000682,2010-03-27 10:00:00,596,AGGRAVATED ASSAULT 3RD,1,I
4023,300 Block of Shelton Rd,B10-000684,2010-03-27 14:00:00,596,MENACING,1,II
4024,300 Block of Shelton Rd,B10-000685,2010-03-27 14:10:00,596,MENACING,1,II
4025,200 Block of Eastview Dr,B10-000686,2010-03-27 15:15:00,596,DOMESTIC VIOLENCE 3RD,1,II
4026,100 Block of Royal Dr,B10-000687,2010-03-27 17:16:00,596,ROBBERY-2ND-RESIDENCE-OTHER WEAPON,1,II
4027,9000 Block of Madison Blvd,B10-000688,2010-03-27 17:52:00,596,THEFT OF LOST PROPERTY-3RD,1,II
4028,100 Block of Westminister Way,B10-000690,2010-03-27 14:20:00,596,CRIMINAL MISCHIEF-3RD,1,II
4029,area of Wall Triana Hwy,B10-001615,2010-06-27 15:00:00,704,DUTY TO STOP AND REMAIN AT SCENE,1,II
4030,"Walmart Super Center #2690, 8650 Madison Blvd",B10-001616,2010-06-27 15:57:00,704,THEFT 3RD DEGREE,1,II
4031,area of Hwy 72 & Wall Triana Hwy,B10-001617,2010-06-27 18:46:00,704,MENACING,1,II
4032,100 Block of Hardiman Place Ln,B10-001618,2010-06-27 20:35:00,704,DOMESTIC VIOLENCE 3RD,1,II
4033,"State Of Alabama, 203 Stella Dr",B10-001620,2010-06-27 23:17:00,704,CERTAIN PERSONS FORBIDDEN TO POSSESS PISTOL,1,III
4034,200 Block of De Jan Rd,B10-001621,2010-06-28 00:25:00,704,DOMESTIC VIOLENCE 3RD,1,III
4035,"Walmart Super Center #2690, 8650 Madison Blvd",B10-001623,2010-06-27 13:30:00,704,THEFT 3RD DEGREE,1,I
4036,"Turf Tamers, Bradford Farms",B10-001624,2010-06-28 10:14:00,704,POSS. FORGED INSTRUMENT 2ND,1,I
4037,2000 Block of Flagstone Dr,B10-001625,2010-06-28 11:16:00,704,SHOOT INTO OCCUPIED DWELLING/AUTO,1,I
4038,100 Block of Abby Ln,B10-001626,2010-06-28 13:00:00,704,AUTO THEFT-1ST DEGREE,1,I
4039,100 Block of Hartington Dr,B10-001627,2010-06-28 14:21:00,704,DOMESTIC VIOLENCE 3RD,1,II
4040,400 Block of Thoreau Spring Rd,B10-001628,2010-06-28 15:10:00,704,IDENTITY THEFT,1,II
4041,100 Block of Thomas Dr,B10-001629,2010-06-28 19:40:00,704,BURGLARY-2ND,1,II
4042,2000 Block of Flagstone Dr,B10-001631,2010-06-28 21:30:00,704,BREAKING AND ENTERING A VEHICLE,2,II
4043,2000 Block of Flagstone Dr,B10-001631,2010-06-28 21:30:00,704,THEFT 3RD DEGREE,2,II
4044,100 Block of Shelton Road,B10-001633,2010-06-29 00:25:00,704,DUTY TO STOP AND REMAIN AT SCENE,1,III
4045,200 Block of Patricia Rd,B10-001634,2010-06-29 11:01:00,704,CRIMINAL MISCHIEF-3RD,1,I
4046,1000 Block of Cardinal Av,B10-001635,2010-06-29 12:59:00,704,BREAKING AND ENTERING A VEHICLE,2,I
4047,1000 Block of Cardinal Av,B10-001635,2010-06-29 12:59:00,704,THEFT 3RD DEGREE,2,I
4048,2000 Block of Flagstone Dr,B10-001636,2010-06-29 13:41:00,704,THEFT 2ND DEGREE,1,I
4049,100 Block of Jackson Av,B10-001637,2010-06-29 18:40:00,704,BURGLARY-3RD,2,II
4050,100 Block of Jackson Av,B10-001637,2010-06-29 18:40:00,704,THEFT 2ND DEGREE,2,II
4051,100 Block of Liberty Dr,B10-001638,2010-06-29 20:45:00,704,BURGLARY-3RD,2,II
4052,100 Block of Liberty Dr,B10-001638,2010-06-29 20:45:00,704,CRIMINAL MISCHIEF-2ND,2,II
4053,8000 Block of Madison Blvd,B10-001639,2010-06-29 21:33:00,704,BREAKING AND ENTERING A VEHICLE,1,II
4054,200 Block of Water Hill Rd,B10-001641,2010-06-30 06:00:00,704,BREAKING AND ENTERING A VEHICLE,2,I
4055,200 Block of Water Hill Rd,B10-001641,2010-06-30 06:00:00,704,THEFT 3RD DEGREE,2,I
4056,200 Block of Water Hill Rd,B10-001642,2010-06-30 04:00:00,704,THEFT 3RD DEGREE,2,III
4057,200 Block of Water Hill Rd,B10-001642,2010-06-30 04:00:00,704,BREAKING AND ENTERING A VEHICLE,2,III
4058,200 Block of Water Hill Rd,B10-001643,2010-06-30 05:00:00,704,BREAKING AND ENTERING A VEHICLE,1,III
4059,200 Block of Water Hill Rd,B10-001644,2010-06-30 05:50:00,704,BREAKING AND ENTERING A VEHICLE,2,III
4060,200 Block of Water Hill Rd,B10-001644,2010-06-30 05:50:00,704,THEFT 2ND DEGREE,2,III
4061,200 Block of Water Hill Rd,B10-001645,2010-06-30 06:20:00,704,BREAKING AND ENTERING A VEHICLE,1,I
4062,200 Block of Water Hill Rd,B10-001646,2010-06-30 08:13:00,704,THEFT 3RD DEGREE,2,I
4063,200 Block of Water Hill Rd,B10-001646,2010-06-30 08:13:00,704,BREAKING AND ENTERING A VEHICLE,2,I
4064,100 Block of Bluff Spring Dr,B10-001649,2010-06-30 18:25:00,704,THEFT 1ST DEGREE,2,II
4065,100 Block of Bluff Spring Dr,B10-001649,2010-06-30 18:25:00,704,BURGLARY-3RD,2,II
4066,100 Block of Meadowglade Ln,B10-001651,2010-07-01 14:13:00,704,CRIMINAL MISCHIEF-3RD,1,II
4067,1000 Block of Liberty Dr,B10-001652,2010-07-01 16:31:00,704,DOMESTIC VIOLENCE 3RD,1,II
4068,1000 Block of Liberty Dr,B10-001653,2010-07-01 17:00:00,704,CRIMINAL MISCHIEF-3RD,1,II
4069,100 Block of Hunington Chase Dr,B10-001654,2010-07-01 17:15:00,704,THEFT 2ND DEGREE,2,II
4070,100 Block of Hunington Chase Dr,B10-001654,2010-07-01 17:15:00,704,BURGLARY-2ND,2,II
4071,100 Block of W Dublin Dr,B10-001655,2010-07-01 17:00:00,704,THEFT OF SERVICES-2,1,II
4072,100 Block of W Dublin Dr,B10-001656,2010-07-01 17:05:00,704,THEFT OF SERVICES-2,1,II
4073,100 Block of Grayson Av,B10-001661,2010-07-02 14:14:00,704,THEFT 2ND DEGREE,2,II
4074,100 Block of Grayson Av,B10-001661,2010-07-02 14:14:00,704,IDENTITY THEFT,2,II
4075,200 Block of Kyser Blvd,B10-001662,2010-07-02 14:45:00,704,CRIMINAL MISCHIEF-3RD,1,II
4076,"Decatur Transit, 9091 Madison Blvd",B10-001663,2010-07-02 15:30:00,704,FAILURE TO REDELIVER HIRED VEHICLE; SVCS. OF WRITTEN DEMAND,1,II
4077,200 Block of Water Hill Rd,B10-001664,2010-07-02 18:05:00,704,BREAKING AND ENTERING A VEHICLE,2,II
4078,200 Block of Water Hill Rd,B10-001664,2010-07-02 18:05:00,704,THEFT 3RD DEGREE,2,II
4079,200 Block of Kyser Blvd,B10-001665,2010-07-02 18:50:00,704,CRIMINAL MISCHIEF-3RD,1,II
4080,200 Block of Water Hill Rd,B10-001666,2010-07-02 19:00:00,704,CRIMINAL MISCHIEF-2ND,1,II
4081,"Walmart Super Center #2690, 8650 Madison Blvd Madison",B10-001668,2010-07-03 02:15:00,704,THEFT 2ND DEGREE,1,III
4082,9000 Block of Madison Blvd,B10-001671,2010-07-03 11:35:00,704,DOMESTIC VIOLENCE 3RD,1,I
4083,9000 Block of Madison Blvd,B10-001672,2010-07-03 12:42:00,704,MENACING,1,I
4084,100 Block of Arlington Dr,B10-001673,2010-07-03 13:10:00,704,UNAUTHORIZED USE OF AUTO,1,I
4085,100 Block of Michael Av,B10-001674,2010-07-03 13:58:00,704,CRIMINAL MISCHIEF-3RD,1,I
4086,9000 Block of Madison Blvd,B10-001675,2010-07-03 12:42:00,704,UNAUTHORIZED USE OF AUTO,1,I
4087,"Grand Reserve At Madison Apartments, 244 Kyser Blvd",B10-001676,2010-07-03 18:20:00,704,CRIMINAL MISCHIEF-3RD,2,II
4088,"Grand Reserve At Madison Apartments, 244 Kyser Blvd",B10-001676,2010-07-03 18:20:00,704,CRIMINAL TRESPASS,2,II
4089,100 Block of Angela Dr,B10-001677,2010-07-03 19:15:00,704,CRIMINAL MISCHIEF-2ND,1,II
4090,100 Block of Allen St,B10-001678,2010-07-03 21:00:00,704,DOMESTIC VIOLENCE 3RD,1,II
4091,8000 Block of Madison Blvd,B11-000525,2011-03-06 10:30:00,980,BURGLARY-2ND,2,I
4092,8000 Block of Madison Blvd,B11-000525,2011-03-06 10:30:00,980,THEFT 2ND DEGREE,2,I
4093,200 Block of Dartford Dr,B11-000526,2011-03-06 14:50:00,980,CRIMINAL MISCHIEF-3RD,1,II
4094,1000 Block of Shelton Rd,B11-000528,2011-03-07 06:45:00,980,BREAKING AND ENTERING A VEHICLE,1,I
4095,1000 Block of Shelton Rd,B11-000529,2011-03-07 06:45:00,980,BREAKING AND ENTERING A VEHICLE,1,I
4096,8000 Block of Madison Blvd,B11-000530,2011-03-07 09:30:00,980,THEFT 1ST DEGREE,1,I
4097,100 Block of Paul Revere Dr,B11-000531,2011-03-07 14:33:00,980,FORGERY 2ND,2,II
4098,100 Block of Paul Revere Dr,B11-000531,2011-03-07 14:33:00,980,THEFT 1ST DEGREE,2,II
4099,300 Block of Gillespie Rd,B11-000532,2011-03-07 15:00:00,980,THEFT 2ND DEGREE,1,II
4100,100 Block of Sturdivant St,B11-000533,2011-03-07 15:30:00,980,HARASSING COMMUNICATIONS,1,II
4101,100 Block of Reserve Way,B11-000535,2011-03-07 18:30:00,980,CRIMINAL MISCHIEF-2ND,1,II
4102,100 Block of Bluebelle Dr,B11-000536,2011-03-07 18:30:00,980,BURGLARY-3RD,2,II
4103,100 Block of Bluebelle Dr,B11-000536,2011-03-07 18:30:00,980,THEFT 1ST DEGREE,2,II
4104,100 Block of Equestrian Ln,B11-000538,2011-03-08 07:15:00,980,VIOLATION OF PROTECTION OR RESTRAINING ORDER,1,I
4105,600 Block of Hughes Rd,B11-000539,2011-03-08 10:40:00,980,DOMESTIC VIOLENCE 3RD,1,I
4106,"Value Place Inn, 120 Brazelton Cir",B11-000541,2011-03-07 15:41:00,980,THEFT OF SERVICES-2,1,II
4107,area of Madison Blvd Madison,B11-000542,2011-03-08 16:15:00,980,SIMPLE ASSAULT-POLICE OFFICER,1,II
4108,"Walmart Super Center #2690, 8650 Madison Blvd",B11-000545,2011-03-07 17:32:00,980,THEFT 3RD DEGREE,1,II
4109,"City Of Madison, 8324 Old Madison Pike",B11-000548,2011-03-09 11:15:00,980,BURGLARY-3RD,2,I
4110,"City Of Madison, 8324 Old Madison Pike",B11-000548,2011-03-09 11:15:00,980,THEFT 2ND DEGREE,2,I
4111,"City Of Madison, Mill Rd / Sturdivant St",B11-000549,2011-03-09 19:00:00,980,DISORDERLY CONDUCT,1,II
4112,area of 4123 Main St / Sullivan St Madison,B11-000550,2011-03-10 02:41:00,980,CRIMINAL MISCHIEF-3RD,1,III
4113,600 Block of Hughes Rd,B11-000551,2011-03-10 08:09:00,980,HARASSMENT,1,I
4114,100 Block of Hughes Rd,B11-000552,2011-03-10 09:45:00,980,HARASSING COMMUNICATIONS,1,I
4115,100 Block of Brownstone Dr,B11-000553,2011-03-10 11:40:00,980,THEFT 1ST DEGREE,2,I
4116,100 Block of Brownstone Dr,B11-000553,2011-03-10 11:40:00,980,BURGLARY-3RD,2,I
4117,100 Block of Hughes Rd,B11-000554,2011-03-10 11:40:00,980,FORGERY 2ND,2,I
4118,100 Block of Hughes Rd,B11-000554,2011-03-10 11:40:00,980,POSS. FORGED INSTRUMENT 2ND,2,I
4119,"Cracker Barrel Old County Store #217, 120 Cleghorn Blvd",B11-000556,2011-03-10 14:10:00,980,THEFT 3RD DEGREE,1,II
4120,100 Block of Garden Brook Dr,B11-000557,2011-03-10 14:20:00,980,IDENTITY THEFT,1,II
4121,100 Block of Corrine Dr,B11-000558,2011-03-10 15:24:00,980,BURGLARY-3RD,2,II
4122,100 Block of Corrine Dr,B11-000558,2011-03-10 15:24:00,980,THEFT 1ST DEGREE,2,II
4123,10000 Block of Co Line Road Madison,B11-000559,2011-03-10 20:22:00,980,DUTY TO STOP AND REMAIN AT SCENE,1,II
4124,300 Block of Gillespie Rd,B11-000560,2011-03-10 18:10:00,980,HARASSMENT,1,II
4125,200 Block of Shelton Road Madison,B11-000561,2011-03-10 15:35:00,980,RECKLESS ENDANGERMENT,1,II
4126,300 Block of Schrimsher Rd,B11-000562,2011-03-10 18:10:00,980,THEFT 3RD DEGREE,1,II
4127,9000 Block of Madison Blvd,B11-000563,2011-03-10 20:31:00,980,HARASSMENT,1,II
4128,1000 Block of Arnold Rd,B11-000564,2011-03-11 13:07:00,980,OTHER,1,I
4129,7000 Block of Old Madison Pike,B11-000568,2011-03-11 18:30:00,980,FORGERY 2ND,1,II
4130,100 Block of Summerview Dr Madison,B11-000572,2011-03-12 10:00:00,980,BREAKING AND ENTERING A VEHICLE,1,I
4131,7000 Block of Highway 72 W,B11-000573,2011-03-12 13:20:00,980,HARASSMENT,1,I
4132,3000 Block of Flag Cir Madison,B11-000576,2011-03-12 21:21:00,980,SIMPLE ASSAULT,4,II
4133,3000 Block of Flag Cir Madison,B11-000576,2011-03-12 21:21:00,980,SIMPLE ASSAULT,4,II
4134,3000 Block of Flag Cir Madison,B11-000576,2011-03-12 21:21:00,980,SIMPLE ASSAULT,4,II
4135,3000 Block of Flag Cir Madison,B11-000576,2011-03-12 21:21:00,980,SIMPLE ASSAULT,4,II
4136,100 Block of Jay Dr,B14-000468,2014-02-15 01:48:00,2073,AUTO THEFT-1ST DEGREE,1,III
4137,"Parton Contracting, Inc, 529 Gillespie Rd",B14-000470,2014-02-15 14:35:00,2073,CRIMINAL MISCHIEF-2ND,2,II
4138,"Parton Contracting, Inc, 529 Gillespie Rd",B14-000470,2014-02-15 14:35:00,2073,CRIMINAL TRESPASS 2ND,2,II
4139,"Madison City Schools, 1304 Hughes Rd",B14-000471,2014-02-15 14:55:00,2073,CRIMINAL MISCHIEF-2ND,1,II
4140,100 Block of Abby Ln,B14-000472,2014-02-15 15:15:00,2073,DV 3RD-MENACING-GUN,1,II
4141,8000 Block of Madison Blvd,B14-000473,2014-02-15 18:02:00,2073,THEFT OF LOST PROPERTY-2ND,1,II
4142,area of Hwy 72 W,B14-000476,2014-02-15 21:18:00,2073,DUTY TO GIVE INFORMATION TO RENDER AID,1,II
4143,100 Block of Green Creek Rd,B14-000477,2014-02-15 21:10:00,2073,DV 3RD-SIMPLE ASSAULT-FAMILY,1,II
4144,100 Block of Westchester Dr,B14-000479,2014-02-16 13:07:00,2073,IDENTITY THEFT,1,I
4145,8000 Block of Madison Blvd,B14-000480,2014-02-16 14:42:00,2073,DUTY UPON STRIKING UNATTENDED VEHICLE.,1,II
4146,100 Block of Royal Dr,B14-000483,2014-02-16 21:00:00,2073,DV 3RD-COERCION-HARASSMENT/INTIMIDATION,1,II
4147,100 Block of Conservancy Dr,B14-000484,2014-02-16 23:34:00,2073,DV 3RD-MENACING-GUN,1,III
4148,8000 Block of Madison Blvd,B14-000485,2014-02-17 03:00:00,2073,DV 3RD-HARASSMENT-FAMILY,1,III
4149,100 Block of Hughes Rd,B14-000487,2014-02-17 12:07:00,2073,HARASSMENT,1,I
4150,100 Block of Shelton Rd,B14-000488,2014-02-17 13:04:00,2073,HARASSMENT,1,I
4151,500 Block of 6Th St,B14-000489,2014-02-17 14:38:00,2073,DV 3RD-HARASSMENT-FAMILY,1,II
4152,200 Block of Golden Rod Ln,B14-000491,2014-02-17 18:30:00,2073,HARASSING COMMUNICATIONS,1,II
4153,100 Block of Eldorado Dr,B14-000492,2014-02-17 18:15:00,2073,DV 3RD-SIMPLE ASSAULT-FAMILY,1,II
4154,"City Of Madison, 123 Westscott Dr",B14-000494,2014-02-17 23:01:00,2073,"UNLAWFUL TRESPASS, PROWL OR SKULK",1,III
4155,100 Block of Huron Cove,B14-000495,2014-02-18 02:00:00,2073,CRIMINAL TRESPASS,1,III
4156,600 Block of Crestview Dr,B14-000497,2014-02-18 07:00:00,2073,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,I
4157,600 Block of Crestview Dr,B14-000497,2014-02-18 07:00:00,2073,THEFT 3RD DEGREE,2,I
4158,100 Block of Westscott Dr,B14-000500,2014-02-18 14:56:00,2073,DV 3RD-SIMPLE ASSAULT-FAMILY,1,II
4159,100 Block of Bibb Dr,B14-000501,2014-02-18 17:26:00,2073,DV 3RD-HARASSING COMMUNICATIONS,1,II
4160,1000 Block of Princeton Rd,B14-000502,2014-02-18 19:00:00,2073,UNLAWFUL BREAKING AND ENTERING A VEHICLE,2,II
4161,1000 Block of Princeton Rd,B14-000502,2014-02-18 19:00:00,2073,THEFT 3RD DEGREE,2,II
4162,"State Of Alabama, 150 Rainbow Glen Cir",B14-000503,2014-02-18 20:14:00,2073,FUGITIVE FROM JUSTICE,1,II
4163,100 Block of Westscott Dr,B14-000504,2014-02-18 14:56:00,2073,RECKLESS ENDANGERMENT,1,II
4164,100 Block of Lea Wood Ct,B14-000505,2014-02-18 21:06:00,2073,DV 3RD-HARASSMENT-FAMILY,1,II
4165,100 Block of Atlanta Cir,B14-000507,2014-02-19 09:27:00,2073,THEFT 2ND DEGREE,1,I
4166,200 Block of Brett Dr,B14-000510,2014-02-19 16:02:00,2073,BURGLARY-3RD,2,II
4167,200 Block of Brett Dr,B14-000510,2014-02-19 16:02:00,2073,THEFT 2ND DEGREE,2,II
4168,300 Block of Autumn Ln,B14-000511,2014-02-19 16:18:00,2073,DV 3RD-HARASSMENT-FAMILY,1,II
4169,3000 Block of Sullivan St,B14-000512,2014-02-19 16:55:00,2073,DV 3RD-HARASSING COMMUNICATIONS,1,II
4170,200 Block of Pine Ridge Rd,B14-000516,2014-02-19 21:30:00,2073,INTERFERENCE WITH DV EMERGENCY CALL,2,II
